billing_date,client_id,service_code,resource_id,billable_hours,capacity_hours,bill_rate_gbp,amount_billed_gbp,cost_inr,status
"Jan 14, 2024",C999,DEV,R5164,61.9,81.7,45.00,"£2,784.78","₹129,834",draft
13/11/2024,C012,DEV,R6734,,39.8,45.00,"£1,385.15","₹62,346",BILLED
2024-03-12,C007,CLD,R4240,106.8,138.2,48.00,"£5,125.67","INR 197,490",draft
2024-11-03,C011,HD,R6257,263.2,315.5,22.00,"£5,790.50","₹214,443",draft
"Nov 15, 2024",C001, HD,R1314,1044.5,1226.8,£22.00,"22,979.53","815,445",Draft
06/10/2024,C011,Dev,R6254,60.1,77.8,£45.00,"2,703.45","INR 128,537",billed
21/01/2024,C004,Noc ,R2682,485.5,607.5,28.00,"£13,593.73","₹508,472",Credit
2024-09-03,C003,Aut ,R2301,126.0,154.0,£52.00,"6,554.04","INR 241,806",Credit
"May 11, 2024",C012, HD,R6649,424.4,487.3,£22.00,"£9,336.99","INR 343,733",draft
2024-01-24,C004,NOC,R2681,508.3,636.1,28.00,"£14,232.68","₹565,879",Credit
13/12/2024,C007,soc ,R4369,163.6,210.1,£42.00,"6,871.72","242,143",billed
2024.11.07,C005,Dev,R3343,164.3,213.9,GBP 45.00,"£7,392.82","₹352,137",Credit
2024-03-03,C002,Aut ,R1718,325.7,422.7,£52.00,"£16,933.89","₹620,938",BILLED
28/11/2024,C011,Noc ,R6259,220.0,269.9,28.00,"£6,160.17","239,179",Credit
14/02/2024,C008,soc ,R4652,59.8,74.4,42.00,"£2,510.44","₹88,807",Billed
2024-03-11,C010,hd ,R5687,222.5,261.3,GBP 22.00,"GBP 4,894.13","₹174,946",draft
"Mar 23, 2024",C011,OFP,R6166,134.9,151.7,16.00,"2,158.80","₹90,261",Draft
2024-04-09,C007,Aut ,R4263,29.0,38.7,52.00,#N/A,"57,028",BILLED
2024-11-12,C009,aut,R5303,35.3,44.0,52.00,"GBP 1,835.22","67,714",Draft
2024.04.27,C005,AUT,R3244,105.6,127.6,£52.00,"£5,489.11","₹200,505",billed
"Oct 23, 2024",C002,HD,R1801,539.5,661.0,GBP 22.00,"11,868.57","₹454,813",Credit
"Nov 12, 2024",C009,noc,R5292,267.6,329.8,£28.00,"7,493.20","₹278,435",draft
2024-02-08,C008,Dev,R4656,74.1,96.7,45.00,"£3,333.93","₹154,597",Credit
2024.07.27,C002, HD,R1761,471.2,553.3,22.00,"10,366.88","377,594",BILLED
"May 13, 2024",C007,aut,R4278,42.8,52.0,£52.00,#N/A,"₹82,067",BILLED
03/05/2024,C003,hd ,R2243,638.8,773.0,£22.00,"(£4,215.85)","₹505,036",Draft
2024-02-12,C004,Noc ,R2696,455.7,544.8,,"£12,760.03","494,346",Credit
"Jul 6, 2024",C012,Dev,R6679,16.3,20.9,£45.00,#N/A,"₹33,113",Draft
"Jul 18, 2024",C011,noc,R6209,188.5,220.8,28.00,"5,278.05","₹207,253",Credit
"Mar 5, 2024",C007,aut,R4244,49.8,62.0,£52.00,"2,590.94","93,215",credit
09/12/2024,C002,Soc,R1835,219.8,283.4,42.00,error,"330,906",BILLED
"Jul 24, 2024",C006,Noc ,R3793,146.6,182.4,28.00,"GBP 4,105.00","₹155,961",Credit
2024.04.10,C999,noc,R3748,243.8,305.3,£28.00,"6,826.23","264,936",BILLED
2024-05-03,C009,Noc ,R5209,452.2,551.9,£28.00,"£12,661.30","₹493,477",credit
"Feb 8, 2024",C010,AUT,R5679,7.4,9.2,GBP 52.00,GBP 384.80,"₹14,011",Draft
06/05/2024,C008,Dev,R4700,NA,155.7,45.00,"£5,571.45","253,066",Credit
"Feb 2, 2024",C004,Aut ,R2705,114.5,145.5,52.00,"5,956.39","₹210,645",Billed
2024-03-09,C010,Aut ,R5695,7.6,9.6,52.00,£395.76,"14,037",Billed
2024.05.05,C007,CLD,R4273,73.7,94.9,£48.00,"3,538.11","141,835",Credit
2024.07.08,C005,cld,R3289,103.4,130.6,£48.00,"4,963.86","200,790",credit
2024.02.11,C010,cld,R5674,30.1,39.1,48.00,"£1,443.73","58,675",billed
2024-11-24,C004,AUT,R2836,92.5,119.4,52.00,"4,810.22","₹178,078",Billed
07/10/2024,C011,SOC,R6249,15.3,19.2,£42.00,644.29,"₹22,775",BILLED
2024-02-04,C001,Ofp,R1199,321.8,372.8,£16.00,"GBP 5,148.48","₹216,075",draft
09/12/2024,C006,noc,R3868,149.5,178.8,28.00,"£4,185.24","158,610",BILLED
22/02/2024,C999,SOC,R2697,775.6,942.3,£42.00,"£32,574.23","INR 1,171,644",draft
2024-10-01,C004,soc ,R2810,333.0,417.7,£42.00,"£13,984.04","INR 474,013",billed
05/12/2024,C001,OFP,R1338,242.5,285.5,16.00,"£3,880.45","₹157,235",billed
2024-03-01,C007,Ofp,R4247,258.7,301.8,£16.00,"GBP 4,139.82","₹167,922",Draft
2024-10-15,C008,dev ,R4767,106.0,130.8,£45.00,"4,769.15","INR 223,529",Billed
2024-03-03,C002,DEV,R1715,121.8,157.0,45.00,"5,478.87","₹253,755",BILLED
"Oct 13, 2024",C008,CLD,R4766,216.0,277.9,£48.00,"£10,369.87","INR 408,002",Billed
2024-12-17,C003,ofp ,R2345,232.1,260.0,GBP 16.00,"GBP 3,713.67","152,342",draft
"Jan 13, 2024",C008,Cld ,R4639,91.8,114.7,£48.00,"4,407.78","₹174,844",draft
"May 12, 2024",C004,SOC,R2745,710.0,891.8,£42.00,"29,820.92","₹1,053,315",Draft
04/03/2024,C012,CLD,R6631,27.3,36.0,£48.00,"£1,312.72","₹52,483",Credit
"Jul 22, 2024",C011,CLD,R6211,29.6,36.4,£48.00,"£1,421.88","₹55,993",Billed
"Nov 1, 2024",C007,OFP,R4361,291.6,347.1,£16.00,"£4,666.34","191,633",Billed
2024-06-18,C007,Dev,R4292,73.9,95.4,GBP 45.00,"£3,324.64","155,416",BILLED
2024-03-15,C010,noc,R5688,161.0,186.3,28.00,"4,508.20","INR 169,657",Credit
"Feb 19, 2024",C011,OFP,R6155,202.8,236.4,16.00,"£3,244.65","INR 132,609",credit
2024.07.07,C007,CLD,R4301,68.5,87.1,48.00,"3,288.07","129,254",draft
2024.07.17,C009,Cld ,R5240,65.2,80.1,£48.00,"£3,128.10","126,816",credit
"Nov 7, 2024",C011,Soc,R6261,22.0,26.4,£42.00,923.02,"31,433",Credit
06/02/2024,C009,cld,R5175,86.4,110.0,48.00,"£4,147.46","166,859",Billed
2024-01-21,C002,soc ,R1681,204.4,264.6,£42.00,"£8,586.82","291,370",BILLED
"Jan 19, 2024",C010,noc,R5660,57.4,68.4,28.00,"£1,607.53","61,067",Credit
"Mar 23, 2024",C007,Ofp,R4246,198.0,230.9,£16.00,"£3,167.36","128,549",credit
"Jun 27, 2024",C006,noc,R3778,210.4,261.9,28.00,"5,890.73","232,507",Credit
"Apr 10, 2024",C003,hd ,R2229,1027.2,1236.3,22.00,"22,599.40","₹801,457",Draft
2024-10-10,C006,Noc ,R3836,151.6,176.1,£28.00,"GBP 4,244.71","₹164,551",billed
2024-06-08,C008,Aut ,R4716,25.1,31.8,£52.00,"£1,306.92","47,390",billed
2024.10.07,C003,Aut ,R2316,88.5,114.3,£52.00,"£4,603.44","₹177,929",Draft
"Jul 9, 2024",C005,aut,R3293,105.5,125.3,52.00,"5,483.48","₹201,068",BILLED
2024-02-12,C010,soc ,R5673,42.5,53.3,£42.00,"1,784.33","60,892",Draft
"Jul 22, 2024",C011,CLD,R6211,29.6,36.4,£48.00,"£1,421.88","₹55,993",Billed
"Apr 13, 2024",C009,Aut ,R5203,38.9,48.5,52.00,"2,021.86","74,094",BILLED
"Mar 21, 2024",C007,Hd,R4233,279.6,323.9,22.00,"6,150.66","224,606",Draft
25/12/2024,C003,dev ,R2341,192.6,261.8,45.00,"8,667.46","401,455",Draft
2024-06-27,C011,DEV,R6202,65.3,82.6,£45.00,"2,936.46","135,150",draft
23/05/2024,C005,HD,R3248,437.9,522.4,£22.00,"£9,633.75","₹353,669",Billed
20/11/2024,C001,Hd,R1313,1194.1,1402.5,£22.00,"£26,270.72","₹942,179",credit
"Oct 6, 2024",C001,HD,R1299,2469.4,2853.8,22.00,"£54,327.50","₹2,008,947",BILLED
2024-01-21,C004,ofp ,R2692,240.2,276.3,16.00,,"₹159,621",BILLED
2024.04.09,C012,noc,R6641,82.7,98.5,£28.00,"£2,315.30","₹91,483",BILLED
2024-06-02,C001,OFP,R1257,243.3,290.7,£16.00,"£3,892.18","₹159,411",credit
2024-10-23,C007,CLD,R4345,79.8,103.8,£48.00,"3,828.50","₹151,349",credit
2024-05-25,C004, HD,R2741,680.1,768.5,22.00,"14,962.93","INR 568,321",billed
2024.10.10,C002,noc,R1804,1061.8,1233.0,£28.00,"29,730.95","INR 1,127,222",billed
"Aug 16, 2024",C011,CLD,R6226,26.7,33.2,48.00,"£1,280.62","₹49,321",Billed
2024.11.25,C003,Aut ,R2329,166.2,209.4,£52.00,"8,642.04","324,525",BILLED
"Aug 27, 2024",C005,DEV,R3302,280.2,367.2,£45.00,"£12,610.89","₹573,874",Billed
2024.09.10,C004,noc,R2795,349.1,422.3,£28.00,"GBP 9,773.98","₹369,630",BILLED
2024.05.21,C005,Soc,R3252,236.5,303.6,£42.00,"£9,932.84","INR 344,005",Credit
"Oct 7, 2024",C005,Aut ,R3335,45.8,56.4,£52.00,"£2,381.10","₹86,627",Draft
18/11/2024,C008,hd ,R4774,420.3,515.3,GBP 22.00,"9,246.46","338,363",billed
"Apr 28, 2024",C006, HD,R3746,428.5,487.2,GBP 22.00,"£9,427.56","343,414",Draft
13/01/2024,C005,noc,R3194,155.0,188.9,28.00,"4,339.96","₹166,454",Billed
2024-03-03,C012,Soc,R6630,9.8,12.3,42.00,410.28,"INR 14,233",billed
2024-05-07,C004,Noc ,R2743,445.6,535.6,£28.00,"12,476.02","476,451",draft
2024-06-11,C003,CLD,R2262,246.3,313.5,£48.00,"£11,821.68","₹464,716",Billed
"Dec 1, 2024",C012,Ofp,R6744,169.5,207.0,£16.00,"£2,711.43","₹112,143",draft
2024-03-21,C006,NOC,R3731,210.1,261.8,£28.00,"5,883.93","INR 220,213",billed
2024-09-02,C010,Aut ,R5773,10.7,12.7,£52.00,£558.48,"20,647",Draft
2024.08.07,C009,noc,R5254,126.0,160.6,,"£3,528.74","₹133,277",Credit
22/02/2024,C004,Cld ,R2698,181.4,231.5,48.00,"£8,708.96","354,850",BILLED
"Jan 25, 2024",C012,ofp ,R6610,217.7,250.4,16.00,"3,482.83","144,011",Credit
2024-10-01,C004,Ofp,R2822,447.9,510.6,£16.00,"£7,166.82","₹285,090",Draft
2024-10-22,C005,cld,R3330,113.9,140.4,48.00,"5,468.20","₹219,176",Credit
27/04/2024,C999,Dev,R6646,26.3,33.7,£45.00,"1,183.19","₹54,121",BILLED
2024-09-15,C010,hd ,R5763,230.7,268.0,£22.00,"£5,075.32","₹187,733",credit
28/02/2024,C005,Cld ,R3215,127.2,162.8,null,"£6,103.28","246,789",Credit
2024.03.06,C005,NOC,R3226,163.4,199.5,£28.00,"4,573.92","₹179,089",Draft
2024.08.16,C001,Dev,R1281,169.0,217.7,GBP 45.00,"£7,606.90","₹358,895",credit
"May 18, 2024",C011,cld,R6189,21.5,28.0,£48.00,"1,032.40","₹40,129",BILLED
17/10/2024,C012,ofp ,R6721,154.9,179.8,16.00,"2,478.06","₹103,541",Billed
2024-01-19,C005,OFP,R3208,292.4,337.8,GBP 16.00,"£4,678.77","191,832",Credit
"Aug 2, 2024",C012,Soc,R6688,14.3,17.8,£42.00,£600.00,"21,795",Billed
2024.08.07,C011,Cld ,R6225,26.4,32.8,£48.00,"GBP 1,265.68","INR 49,225",billed
2024-06-14,C008,NOC,R4711,164.1,202.1,£28.00,"£4,596.11","₹173,250",billed
28/03/2024,C005,Cld ,R3228,235.9,288.4,£48.00,"£11,320.83","456,692",billed
2024-04-24,C003,CLD,R2232,223.5,275.6,£48.00,"10,729.08","427,335",billed
"Aug 15, 2024",C001,aut,R1283,381.9,484.4,£52.00,"£19,860.29","₹736,725",draft
2024-04-25,C006,soc ,R3752,67.0,85.4,£42.00,"£2,815.94","101,170",draft
24/07/2024,C006,CLD,R3796,79.3,101.4,48.00,"3,806.32","₹156,849",Billed
"Jun 15, 2024",C005,HD,R3263,475.2,555.0,£22.00,"10,453.44","INR 375,297",BILLED
04/06/2024,C004,Aut ,R2765,86.2,106.5,£52.00,"£4,481.69","164,634",draft
2024-10-21,C005,Soc,R3328,128.9,158.3,42.00,"£5,413.48","195,542",Credit
2024.06.17,C012,Soc,R6663,11.7,14.8,42.00,£491.78,"17,751",Draft
"Jun 27, 2024",C008,DEV,R4715,274.6,353.4,45.00,#N/A,"₹582,154",Credit
04/06/2024,C005,DEV,R3273,264.2,339.7,£45.00,"GBP 11,887.66","550,741",Billed
2024-03-12,C010,Dev,R5693,24.6,31.6,£45.00,"£1,107.41","50,431",Billed
22/06/2024,C005,OFP,R3278,242.8,280.6,£16.00,"£3,885.28","INR 162,098",draft
2024-11-09,C999,AUT,R2328,159.4,200.9,52.00,"£8,290.64","₹312,112",Draft
"Oct 6, 2024",C002,hd ,R1803,462.8,567.1,£22.00,"10,182.15","₹362,452",BILLED
2024.03.01,C011,HD,R6157,572.9,670.7,22.00,"12,602.98","₹446,523",BILLED
2024-05-09,C011,Cld ,R6188,21.4,27.9,GBP 48.00,"£1,029.06","₹41,846",Draft
"Feb 15, 2024",C010,aut,R5680,7.7,9.5,GBP 52.00,£399.46,"14,694",draft
11/06/2024,C010,SOC,R5725,13.5,16.9,42.00,£567.27,"₹20,013",draft
17/02/2024,C002,DEV,R1699,133.9,169.9,45.00,"6,027.56","₹283,562",Billed
2024-09-09,C012,NOC,R6699,61.0,73.8,£28.00,"1,707.54","63,624",draft
2024-01-16,C003,dev ,R2198,141.4,186.8,£45.00,"6,361.44","₹293,229",Credit
05/06/2024,C007,hd ,R4283,255.8,302.5,22.00,"5,627.05","INR 208,568",BILLED
2024-05-25,C006,OFP,R3776,198.8,225.2,16.00,"3,180.42","INR 133,522",BILLED
"Aug 17, 2024",C999,noc,R6219,57.5,68.4,£28.00,"£1,609.34","₹61,087",billed
2024-12-05,C010,Dev,R5805,18.0,22.2,45.00,808.68,"38,767",Billed
"Nov 28, 2024",C012,Noc ,R6728,48.4,55.4,28.00,"£1,354.67","₹52,625",Draft
2024-05-03,C010,ofp ,R5720,198.5,237.7,£16.00,"£3,175.88","INR 130,631",Draft
"Nov 1, 2024",C999,aut,R3345,69.3,88.8,£52.00,"3,604.07","134,771",draft
28/04/2024,C008,Dev,R4685,244.0,320.3,£45.00,"10,979.15","513,458",credit
10/03/2024,C004,Cld ,R2715,251.2,319.0,£48.00,"12,058.69","INR 494,969",credit
2024-10-28,C010,aut,R5786,10.1,12.6,£52.00,525.50,"19,322",Billed
20/07/2024,C011,dev ,R6214,18.3,23.6,£45.00,£822.53,"38,578",draft
"Jan 10, 2024",C010,soc ,R5663,48.5,59.0,£42.00,"GBP 2,037.73","₹70,638",billed
2024.06.11,C011,NOC,R6198,94.4,114.8,28.00,"£2,642.55","102,982",credit
2024.09.22,C008,Noc ,R4752,178.5,221.6,£28.00,error,"₹184,948",BILLED
2024.07.21,C004,Dev,R2774,145.0,187.6,£45.00,"£6,522.89","₹294,733",Draft
2024-02-02,C008,hd ,R4648,356.9,421.1,22.00,"7,852.85","292,657",Credit
2024-04-11,C011,aut,R6181,5.0,6.0,52.00,258.75,"INR 9,663",billed
2024-10-07,C001,ofp ,R1312,243.9,284.2,£16.00,"3,902.88","₹159,062",Credit
2024-02-26,C003,Dev,R2209,222.9,283.7,GBP 45.00,"10,029.64","₹448,298",billed
2024-07-20,C012,NOC,R6674,47.0,57.5,£28.00,"£1,315.46","49,998",Billed
2024-05-01,C005,Ofp,R3260,163.2,187.6,NA,"2,611.62","₹106,051",draft
28/06/2024,C001,HD,R1244,1068.0,1238.9,22.00,"GBP 23,496.53","878,426",credit
2024-06-02,C012,Cld ,R6666,55.3,71.3,£48.00,"£2,655.02","104,799",draft
15/09/2024,C010,Aut ,R5774,11.3,13.4,52.00,(£176.59),"21,906",BILLED
2024.03.11,C001, HD,R1201,901.7,1065.6,22.00,"19,838.47","₹751,072",billed
2024-12-20,C006,cld,R3872,115.3,144.3,£48.00,"5,532.45","223,535",draft
"Jan 24, 2024",C006,hd ,R3699,383.7,454.9,22.00,"£8,441.98","₹313,119",draft
2024.01.23,C012,NOC,R6603,null,94.1,£28.00,"£2,175.51","₹82,054",BILLED
2024-01-08,C005,soc ,R3199,64.4,77.1,42.00,"2,704.85","₹93,256",Billed
"Jan 16, 2024",C012,soc ,R6605,12.9,16.3,£42.00,543.41,"INR 18,840",Draft
"Dec 12, 2024",C007,CLD,R4370,97.2,122.8,£48.00,"£4,667.58","₹185,791",Billed
"Feb 11, 2024",C001,Cld ,R1194,467.4,609.7,48.00,"£22,434.43","889,756",draft
2024.04.16,C009,soc ,R5198,74.8,90.6,£42.00,"3,141.25","₹112,198",Credit
2024-12-18,C004,noc,R2843,382.9,458.1,£28.00,"10,722.53","₹409,540",credit
"Dec 1, 2024",C999,HD,R2333,503.4,593.5,22.00,"£11,074.32","393,753",draft
2024-12-23,C011,Ofp,R6285,219.9,253.4,GBP 16.00,"£3,518.49","150,414",Billed
2024.09.19,C001,CLD,R1293,172.4,215.5,£48.00,"8,275.42","322,187",draft
"Jan 22, 2024",C007,dev ,R4215,111.3,148.9,£45.00,"£5,008.04","INR 231,295",Draft
2024.12.10,C004,CLD,R2850,324.4,399.7,£48.00,"15,572.49","614,895",draft
28/07/2024,C003,noc,R2272,359.7,423.4,£28.00,"10,071.66","395,477",credit
"Jan 10, 2024",C006,OFP,R3712,212.9,253.8,£16.00,"3,407.05","140,775",billed
19/10/2024,C007,aut,R4348,105.2,133.3,£52.00,"5,468.56","200,107",billed
2024-12-09,C006,soc ,R3869,95.6,121.3,£42.00,"GBP 4,013.42","INR 141,976",billed
07/07/2024,C999,AUT,R3802,39.9,50.6,52.00,"GBP 2,075.06","76,254",credit
2024-01-27,C005,HD,R3191,425.7,489.4,£22.00,"9,365.27","337,106",Draft
22/05/2024,C005,cld,R3253,137.4,176.6,GBP 48.00,"GBP 6,593.98","INR 267,265",Draft
2024-09-16,C004,dev ,R2801,249.3,317.3,GBP 45.00,"£11,219.55","505,551",Draft
2024-01-15,C009,Soc,R5157,48.2,61.4,42.00,(£606.90),"71,799",Draft
05/12/2024,C002,HD,R1831,778.4,899.0,£22.00,"£17,123.70","630,228",billed
2024.10.21,C004,aut,R2819,103.2,125.1,£52.00,"5,365.63","₹201,269",Draft
18/03/2024,C009,CLD,R5184,170.8,219.1,48.00,"8,196.18","327,775",credit
"Mar 9, 2024",C005,Dev,R3230,96.0,125.3,£45.00,"£4,322.22","₹205,412",Draft
2024-04-09,C006,ofp ,R3760,151.2,n/a,16.00,"2,419.35","98,617",Draft
14/10/2024,C007,Hd,R4336,860.0,1004.3,£22.00,"18,920.57","717,948",Billed
01/07/2024,C009,DEV,R5244,72.9,90.8,£45.00,"£3,279.05","INR 157,656",draft
2024-07-08,C001,HD,R1261,539.9,636.1,22.00,"£11,877.09","444,750",credit
2024-10-08,C010, HD,R5779,301.4,355.2,£22.00,"6,631.70","₹245,232",Billed
15/02/2024,C002,CLD,R1695,188.9,235.5,48.00,"£9,065.45","₹372,912",Billed
2024-06-23,C009,cld,R5228,101.1,128.5,£48.00,"£4,854.55","₹191,389",Draft
"Jan 2, 2024",C007,CLD,R4214,210.6,267.4,48.00,"£10,108.88","₹415,904",draft
24/08/2024,C003,Ofp,R2293,152.8,179.8,£16.00,"£2,445.08","₹98,649",Credit
2024.06.28,C005,Ofp,R3279,189.5,219.0,£16.00,"3,032.26","₹122,668",Draft
2024-03-13,C002,Ofp,R1719,219.8,254.8,16.00,"3,516.37","₹144,296",draft
2024.01.22,C999,NOC,R3196,,187.0,GBP 28.00,"4,296.32","157,853",Billed
17/03/2024,C008,OFP,R4675,353.6,415.0,£16.00,"5,657.11","₹236,960",credit
2024.11.22,C012,Hd,R6725,148.3,174.3,£22.00,"3,262.65","₹122,440",billed
2024.06.18,C012,Soc,R6665,11.3,14.2,£42.00,473.46,"₹16,800",Draft
2024-09-21,C001,Ofp,R1298,370.4,419.5,16.00,"GBP 5,926.03","245,838",Billed
24/10/2024,C003,Aut ,R2317,114.5,147.8,£52.00,"5,952.73","211,465",Credit
2024-02-21,C006,OFP,R3724,152.3,171.3,16.00,"£2,437.43","₹99,854",Draft
2024-09-10,C004,HD,R2792,1638.8,1916.9,GBP 22.00,"(£10,816.28)","INR 1,356,198",Billed
2024-11-05,C005,SOC,R3340,330.5,398.1,£42.00,"£13,881.33","₹479,397",credit
2024-02-04,C006,Ofp,R3725,NA,128.8,£16.00,"1,833.33","75,325",Billed
06/03/2024,C002,HD,R1707,567.4,644.1,22.00,"12,482.68","₹471,018",billed
15/03/2024,C007,Hd,R4232,284.3,329.3,£22.00,"6,253.61","₹239,805",credit
2024-07-09,C010,OFP,R5746,134.1,156.6,£16.00,"£2,146.34","INR 87,426",billed
05/05/2024,C003,Soc,R2249,220.2,278.3,42.00,"£9,247.38","329,714",Billed
17/02/2024,C012,cld,R6619,16.5,20.5,£48.00,791.08,"₹30,823",billed
2024-02-05,C007,AUT,R4229,91.1,112.2,52.00,"£4,737.71","₹178,016",Draft
12/03/2024,C003,Hd,R2214,432.9,505.7,£22.00,"£9,524.17","₹360,047",draft
22/05/2024,C002,ofp ,R1747,589.8,671.2,£16.00,"£9,437.16","384,438",draft
2024-08-06,C003,DEV,R2290,160.9,213.3,,"7,241.69","₹349,300",Billed
2024-05-16,C012,NOC,R6651,84.6,101.6,GBP 28.00,(GBP 710.56),"₹88,850",billed
"Apr 19, 2024",C008,HD,R4676,502.0,611.5,GBP 22.00,"£11,044.19","414,465",Draft
2024-08-23,C005,ofp ,R3306,196.0,222.0,£16.00,"£3,135.30","128,754",draft
"Oct 17, 2024",C012,ofp ,R6722,159.5,185.2,GBP 16.00,"2,551.27","103,133",Draft
2024.02.12,C001,HD,R1186,999.1,1159.9,£22.00,"GBP 21,980.14","INR 802,547",credit
2024-04-21,C004,DEV,R2733,213.3,264.2,£45.00,"£9,597.76","₹435,769",BILLED
