billing_date,client_id,service_code,resource_id,billable_hours,capacity_hours,bill_rate_gbp,amount_billed_gbp,cost_inr,status
"Nov 4, 2025",C009,cld,R5469,90.9,121.5,48.00,"4,363.38","164,378",draft
14/01/2025,C009,NOC,R5320,291.0,342.7,28.00,"£8,148.53","306,062",credit
2025-02-12,C009,Noc ,R5339,312.5,n/a,28.00,"8,750.97","320,782",Credit
2025.03.02,C001,AUT,R1378,139.1,180.9,52.00,error,"₹274,118",BILLED
2025-10-28,C004,DEV,R2995,247.6,310.4,45.00,"£11,142.26","525,187",draft
15/10/2025,C012,Ofp,R6869,145.5,166.8,£16.00,"£2,328.71","₹96,616",Draft
2025-07-27,C009,AUT,R5417,32.4,40.8,£52.00,"1,685.46","₹61,724",billed
2025-09-13,C003,HD,R2458,750.1,,22.00,"£16,501.30","601,543",billed
2025-08-09,C006,AUT,R3983,29.7,36.3,£52.00,"GBP 1,543.57","₹57,003",draft
2025-02-11,C011,Aut ,R6309,8.5,10.8,£52.00,£442.17,"₹15,790",credit
17/09/2025,C009,hd ,R5433,422.4,492.1,£22.00,"£9,293.31","₹346,293",Credit
"Jun 10, 2025",C010,OFP,R5890,222.6,253.5,16.00,"£3,562.28","₹150,358",credit
"Jul 17, 2025",C005,noc,R3450,352.3,412.1,£28.00,"£9,864.14","₹361,798",billed
2025-09-20,C002,Hd,R1959,722.7,896.6,£22.00,"15,900.13","565,901",Draft
"May 20, 2025",C011,Soc,R6346,15.0,18.0,£42.00,£629.33,"₹23,206",credit
"May 24, 2025",C010,OFP,R5877,411.4,483.3,£16.00,"(£1,974.72)","₹270,969",Credit
2025-04-20,C009,Cld ,R5367,74.6,95.7,£48.00,"3,580.40","144,224",BILLED
20/09/2025,C012,Dev,R6857,49.5,63.1,£45.00,"£2,228.29","₹103,205",BILLED
2025-08-01,C001,HD,R1437,597.6,676.1,£22.00,"£13,147.84","509,745",billed
2025.11.24,C012,Aut ,R6886,4.6,5.8,GBP 52.00,£239.14,"₹8,614",Credit
23/10/2025,C005,noc,R3494,408.4,481.7,£28.00,"11,434.56","₹439,860",BILLED
12/08/2025,C011,SOC,R6389,20.7,25.6,£42.00,GBP 867.51,"₹29,715",draft
07/09/2025,C004,cld,R2977,416.7,520.4,48.00,"20,003.79","INR 812,146",BILLED
2025-11-10,C010,NOC,R5949,109.6,141.0,28.00,#N/A,null,Billed
2025-10-10,C011,cld,R6421,23.4,28.8,48.00,"£1,120.95","₹44,486",draft
2025-10-24,C012,Cld ,R6864,60.2,77.5,£48.00,"£2,891.01","115,492",BILLED
2025-12-20,C008,OFP,R4983,281.8,327.3,16.00,"4,508.24","181,420",Billed
2025.01.23,C003, HD,R2348,455.8,556.8,22.00,"(3,008.10)","371,031",billed
2025-10-24,C005,Noc ,R3493,355.2,419.0,£28.00,error,"369,592",Credit
2025-10-26,C002,dev ,R1981,155.2,192.4,£45.00,"GBP 6,983.30","₹334,825",Draft
2025-05-12,C002,Soc,R1904,NA,684.8,£42.00,"£22,910.48","₹813,849",BILLED
2025-09-28,C011,Ofp,R6414,251.5,295.5,£16.00,"£4,023.74","₹166,411",credit
15/01/2025,C002,dev ,R1854,245.5,318.6,£45.00,"11,047.41","509,980",Credit
28/05/2025,C003,Cld ,R2415,339.9,444.2,48.00,"£16,317.37","665,506",draft
"May 10, 2025",C006,Noc ,R3939,276.3,313.5,28.00,"£7,737.18","₹294,088",draft
2025-01-09,C005,hd ,R3362,619.4,699.0,22.00,"13,626.11","510,349",Billed
2025.02.04,C010,Cld ,R5834,22.5,27.5,48.00,"GBP 1,081.92","41,633",draft
2025-11-22,C001,noc,R1489,392.2,475.7,£28.00,"£10,981.82","428,624",BILLED
2025-12-27,C004,SOC,R3020,367.8,457.2,£42.00,"£15,448.47","545,387",credit
10/02/2025,C010,Dev,R5836,21.4,27.4,£45.00,£963.32,"43,201",Credit
"Jul 27, 2025",C004,hd ,R2943,1603.2,1994.0,-,"35,271.16","₹1,298,967",Draft
12/02/2025,C003,Dev,R2374,161.5,206.2,45.00,"7,269.58","336,160",draft
2025-05-12,C009,Dev,R5385,75.8,95.4,£45.00,"£3,411.01","₹153,400",Draft
"Apr 3, 2025",C009,ofp ,R5373,267.9,300.0,16.00,"4,285.86","₹176,791",billed
2025.05.01,C004,AUT,R2930,99.3,NA,£52.00,"5,161.22","INR 185,614",credit
18/04/2025,C006,hd ,R3923,419.2,489.4,22.00,"£9,221.77","₹341,333",Billed
2025-10-18,C004,Aut ,R2997,157.3,198.7,£52.00,"8,182.17","₹302,918",BILLED
"May 28, 2025",C011,AUT,R6354,5.7,7.2,£52.00,294.75,"₹11,172",draft
14/04/2025,C008,Dev,R4852,109.6,141.1,45.00,"4,930.62",,Draft
"Aug 8, 2025",C006,Ofp,R3986,156.2,184.9,£16.00,"£2,498.82","₹105,090",BILLED
2025-05-26,C002,Ofp,R1912,252.7,296.7,£16.00,"4,042.87","₹167,241",draft
2025-08-27,C006,Noc ,R3975,245.4,null,£28.00,"6,869.89","270,780",draft
2025.03.28,C002,Soc,R1879,502.4,646.6,42.00,"(6,329.88)","₹730,916",Billed
2025-05-08,C011,ofp ,R6356,238.5,280.6,£16.00,"£3,816.51","INR 159,684",credit
2025-02-24,C005,NOC,R3382,309.6,352.3,£28.00,"8,669.77","329,654",Billed
2025-07-21,C008,noc,R4892,260.8,320.3,GBP 28.00,"7,303.57","276,295",Billed
"Apr 8, 2025",C011, HD,R6329,513.6,613.3,£22.00,"11,299.29","419,679",Draft
2025-10-04,C004,dev ,R2994,257.1,322.4,£45.00,"11,571.27","537,140",BILLED
2025-11-16,C009,Dev,R5472,144.5,189.4,-,"£6,501.53","294,620",credit
2025-10-09,C999,SOC,R1975,1175.1,1442.2,£42.00,"49,353.52","INR 1,750,309",BILLED
2025-09-26,C009,NOC,R5435,285.8,327.3,28.00,"8,002.24","313,617",BILLED
21/04/2025,C006,AUT,R3933,29.1,36.8,,"£1,513.35","56,428",billed
2025-04-01,C006,hd ,R3922,424.3,495.3,£22.00,"9,333.91","352,611",billed
2025.01.27,C006,aut,R3888,47.7,58.4,£52.00,"£2,478.62","₹91,607",BILLED
"Jun 9, 2025",C007,Aut ,R4447,32.9,42.0,52.00,"£1,712.25","₹65,258",Draft
2025-10-06,C010,CLD,R5939,21.9,27.2,GBP 48.00,"£1,050.15","₹41,847",draft
06/02/2025,C002,CLD,R1866,212.7,267.1,48.00,"10,210.55","411,558",Draft
08/03/2025,C003,Soc,R2381,313.6,393.2,GBP 42.00,#REF!,"₹452,443",Billed
2025-09-26,C005,noc,R3480,726.1,882.6,28.00,"20,331.43","₹792,755",credit
02/11/2025,C001,OFP,R1502,255.6,306.8,GBP 16.00,"£4,089.06","174,030",draft
"Apr 10, 2025",C001,hd ,R1382,1843.4,2143.7,£22.00,"£40,555.90","1,529,797",BILLED
2025.11.14,C004,cld,R3006,279.3,354.2,48.00,"£13,405.18","541,241",draft
2025-07-01,C008,hd ,R4890,1218.6,1394.0,£22.00,"26,809.45","₹991,194",credit
2025-10-26,C004,soc ,R2991,388.9,497.6,42.00,"16,332.88","₹576,679",Draft
"Feb 14, 2025",C004,Cld ,R2881,258.7,319.5,48.00,"12,418.84","522,513",billed
"Jun 6, 2025",C004,soc ,R2936,592.9,729.6,£42.00,"£24,902.74","863,368",draft
2025-01-12,C002,Aut ,R1857,132.1,165.2,£52.00,"£6,871.27","₹244,092",Draft
2025-08-25,C008,AUT,R4914,25.8,30.9,52.00,#N/A,"₹49,907",Credit
09/11/2025,C003,AUT,R2497,187.6,233.3,£52.00,"£9,756.20","₹368,334",Credit
2025-03-24,C009,soc ,R5353,292.4,354.0,42.00,"£12,281.07","₹424,864",Billed
2025-10-18,C009,Soc,R5451,154.5,186.5,42.00,"£6,487.61","230,089",billed
"Oct 23, 2025",C009,Aut ,R5458,34.1,42.1,£52.00,"£1,773.41","66,281",Credit
"May 23, 2025",C003,Ofp,R2420,201.1,237.6,16.00,NA,"₹133,658",credit
2025-06-18,C012,cld,R6819,52.0,66.5,£48.00,"2,497.44","₹99,744",BILLED
27/05/2025,C010,DEV,R5873,20.2,26.4,£45.00,£907.22,"₹42,386",Billed
"Jun 13, 2025",C005,NOC,R3437,621.4,701.3,28.00,"£17,400.52","₹674,299",Billed
"Feb 12, 2025",C012,soc ,R6762,16.3,21.4,42.00,685.79,"₹23,769",draft
2025-08-06,C002,aut,R1954,190.7,236.9,£52.00,"9,915.91","372,852",Credit
19/06/2025,C003,DEV,R2429,249.8,311.3,£45.00,"11,241.64","518,400",BILLED
2025.05.07,C008,soc ,R4863,78.0,97.2,£42.00,"£3,275.06","₹117,414",credit
2025-05-18,C005,DEV,R3429,181.1,230.5,45.00,"£8,147.38","378,869",draft
2025.09.24,C012,NOC,R6853,78.5,96.0,£28.00,"2,198.71","81,930",Billed
2025.06.13,C001,OFP,R1424,366.2,417.0,£16.00,"£5,859.26","INR 249,950",BILLED
2025.06.19,C006,Aut ,R3958,26.2,n/a,£52.00,"£1,360.93","51,341",BILLED
"Mar 10, 2025",C006,HD,R3912,374.8,456.4,£22.00,"(£2,473.92)","₹305,722",Draft
02/10/2025,C006,dev ,R4011,81.0,100.0,45.00,"£3,642.84","₹166,088",draft
03/01/2025,C001,noc,R1341,1038.2,1244.9,£28.00,"29,070.67","₹1,107,597",draft
2025-04-22,C009,noc,R5363,574.7,687.0,£28.00,"£16,091.38",-,Billed
2025-01-28,C004,Hd,R2859,447.8,537.6,22.00,"GBP 9,850.55","INR 358,094",credit
13/05/2025,C012,Dev,R6809,n/a,18.7,£45.00,£649.41,"₹29,663",Credit
2025-10-22,C005,OFP,R3506,326.2,379.3,£16.00,"5,219.76","₹212,856",Billed
2025-03-06,C001,OFP,R1380,403.7,450.3,16.00,"£6,458.43","₹267,715",Billed
25/04/2025,C002,soc ,R1892,318.6,383.9,£42.00,"13,382.97","₹474,119",credit
2025-11-15,C001,soc ,R1491,345.6,441.7,£42.00,"GBP 14,513.59","₹513,924",credit
2025-03-04,C004,noc,R2896,n/a,454.2,£28.00,"10,352.60","₹402,448",Draft
"Jan 24, 2025",C011,noc,R6288,112.9,134.6,,"3,161.95","₹118,743",billed
13/04/2025,C001,DEV,R1389,441.6,562.5,45.00,"19,873.70","INR 895,912",Draft
2025.02.04,C007,Aut ,R4398,35.6,45.6,52.00,"£1,850.83","₹68,073",credit
2025-08-11,C010,AUT,R5913,9.3,11.9,NA,£485.36,"₹18,484",BILLED
"Feb 1, 2025",C009,Ofp,R5347,184.3,211.0,16.00,(£884.84),"₹124,723",credit
23/06/2025,C010,AUT,R5887,6.4,8.1,£52.00,332.00,"INR 12,434",Credit
2025-01-28,C010,HD,R5815,213.8,252.7,£22.00,"4,702.76","177,206",Credit
2025-10-09,C006,Dev,R4010,78.7,97.2,GBP 45.00,"£3,541.71","₹164,453",draft
2025-03-01,C005,CLD,R3402,122.8,151.9,£48.00,"£5,896.20","236,669",Billed
"Mar 11, 2025",C008,soc ,R4834,108.9,134.1,£42.00,"£4,572.09","161,124",Credit
25/03/2025,C008,dev ,R4837,74.5,97.7,£45.00,"£3,353.28","₹159,633",Credit
2025-04-21,C008,AUT,R4855,30.0,36.7,£52.00,"1,559.80","57,874",BILLED
2025-07-07,C999, HD,R6368,178.2,209.6,£22.00,"£3,921.25","150,052",Credit
03/01/2025,C003,ofp ,R2363,177.1,211.7,£16.00,"£2,834.31","115,622",billed
2025-06-22,C999,hd ,R3951,563.7,659.9,22.00,"12,401.67","463,582",Credit
13/05/2025,C008,DEV,R4869,95.4,125.1,45.00,"4,295.16","₹203,729",credit
2025.06.16,C008,SOC,R4879,113.9,144.6,42.00,"£4,783.23","₹170,673",draft
05/01/2025,C003,cld,R2358,220.6,269.0,£48.00,NA,"₹421,414",Credit
15/11/2025,C999,Soc,R3003,411.5,520.4,£42.00,"17,284.88","₹595,614",Draft
"Jan 2, 2025",C999,soc ,R6290,26.1,33.3,£42.00,"£1,096.88",null,draft
2025-04-06,C004,soc ,R2912,376.7,458.6,42.00,"£15,821.35",n/a,billed
2025-12-15,C011,aut,R6458,5.7,7.2,£52.00,£294.67,"₹10,872",credit
2025-02-22,C008,noc,R4818,595.1,690.7,GBP 28.00,null,"₹650,084",BILLED
21/05/2025,C007,hd ,R4424,320.1,376.4,22.00,"£7,041.45","263,557",Billed
"Aug 2, 2025",C005,AUT,R3475,79.1,98.6,£52.00,"4,115.67","₹156,326",Draft
"Mar 7, 2025",C007,Dev,R4407,109.8,143.0,45.00,"4,943.10","₹226,905",Draft
2025.01.21,C011,Hd,R6287,297.0,349.1,22.00,"£6,533.75","₹240,288",Draft
2025.01.28,C008,HD,R4802,414.7,485.2,22.00,"£9,122.57","₹342,620",draft
2025-02-23,C002,Hd,R1861,896.4,1050.0,£22.00,"19,720.66","747,507",Credit
13/04/2025,C005,NOC,R3409,257.6,312.1,28.00,"£7,212.03","₹274,772",credit
2025-04-13,C008,Soc,R4848,117.4,151.8,£42.00,"£4,931.90","₹171,860",Credit
2025.11.06,C006,NOC,R4020,281.9,346.6,28.00,"7,892.02",NA,credit
17/02/2025,C006,soc ,R3897,79.6,102.1,42.00,"GBP 3,345.15","₹116,178",Billed
"Jun 25, 2025",C002,ofp ,R1925,252.4,295.7,£16.00,"4,038.46","165,885",Draft
2025-06-11,C003,Ofp,R2432,226.1,264.7,£16.00,"£3,616.89","146,540",credit
08/09/2025,C011,Noc ,R6402,64.2,76.5,£28.00,(£539.03),"67,541",BILLED
"Jan 21, 2025",C001,CLD,R1346,212.0,270.4,£48.00,"10,176.74","₹401,241",draft
2025.12.10,C004,hd ,R3015,891.8,1032.0,£22.00,"£19,620.23","718,030",Credit
2025-05-24,C006,Soc,R3941,136.2,167.4,42.00,"£5,720.60","₹201,806",credit
2025.01.16,C003,Hd,R2347,381.7,466.3,£22.00,"£8,397.41","303,633",Draft
07/07/2025,C009,soc ,R5410,88.2,108.9,£42.00,"£3,706.36","INR 135,679",Credit
2025-10-12,C009,DEV,R5456,80.5,107.7,45.00,"3,623.84","INR 163,365",BILLED
10/07/2025,C010,Ofp,R5904,151.8,182.4,16.00,"£2,428.29","₹102,281",credit
10/11/2025,C010,AUT,R5956,7.2,9.3,£52.00,375.29,"₹14,045",credit
2025.05.19,C008,noc,R4860,280.2,335.3,£28.00,"7,845.96","296,954",Billed
27/01/2025,C011,Aut ,R6295,6.2,7.5,52.00,321.52,"₹11,966",Draft
"Feb 28, 2025",C002,noc,R1862,356.5,420.9,£28.00,"9,981.78","₹386,251",Billed
2025-08-17,C003,SOC,R2449,272.7,338.5,£42.00,"£11,452.34","₹393,366",Credit
09/06/2025,C008,Aut ,R4885,32.6,41.8,52.00,(508.05),n/a,billed
2025-11-26,C001,dev ,R1498,175.1,222.1,£45.00,"7,881.12","363,855",BILLED
"May 2, 2025",C010,NOC,R5868,210.5,254.2,£28.00,"£5,895.12","220,034",Billed
2025-05-23,C001,Soc,R1398,361.4,447.2,42.00,"(£4,553.71)","₹529,393",Billed
2025.10.15,C001,Soc,R1472,432.2,541.5,£42.00,"GBP 18,150.55","₹641,105",draft
2025.11.22,C002,Hd,R1986,1983.5,2352.2,£22.00,"£43,636.42","₹1,568,006",BILLED
27/07/2025,C011,Aut ,R6382,6.4,7.8,52.00,£333.47,"₹12,576",BILLED
2025-09-02,C006,HD,R3989,1057.2,1230.1,£22.00,"GBP 23,257.86","₹875,542",draft
