billing_date,client_id,service_code,resource_id,billable_hours,capacity_hours,bill_rate_gbp,amount_billed_gbp,cost_inr,status
2023-11-17,C009, HD,R5123,297.1,346.3,GBP 22.00,"6,535.22","₹249,017",credit
2023.03.07,C008,NOC,R4497,397.8,457.3,28.00,"(£3,341.67)","₹419,131",BILLED
10/07/2023,C009,aut,R5078,32.5,41.5,52.00,"£1,688.90","₹62,754",Draft
2023-02-24,C009,OFP,R5009,288.0,336.7,£16.00,"£4,608.27","₹189,445",credit
2023-10-24,C004,noc,R2646,513.6,607.7,£28.00,"14,381.06","524,962",billed
2023-03-15,C011,Hd,R6006,175.0,206.7,n/a,"£3,849.76","₹141,749",credit
"Nov 10, 2023",C009,DEV,R5135,83.2,102.9,45.00,"£3,745.38","₹172,937",Draft
2023-05-18,C006,Aut ,R3602,32.9,41.5,52.00,"£1,709.97","62,764",Draft
2023-06-18,C003,Soc,R2099,169.4,209.7,42.00,"7,116.55","246,355",Credit
"Dec 21, 2023",C012,DEV,R6598,16.5,21.7,45.00,£743.51,"34,221",billed
2023-10-22,C006,Noc ,R3664,236.3,null,£28.00,"£6,616.61","254,364",Credit
26/02/2023,C001,SOC,R1022,245.8,309.0,42.00,"10,325.27","375,721",draft
05/10/2023,C002,noc,R1644,270.7,325.5,£28.00,"7,578.88","287,866",Draft
2023.08.03,C002,ofp ,R1623,244.5,282.3,16.00,"£3,912.28","165,939",billed
2023.04.09,C007,CLD,R4094,192.2,238.9,£48.00,"£9,227.99","INR 365,359",draft
2023-10-06,C002,Ofp,R1652,624.0,703.7,£16.00,"(GBP 2,995.44)","INR 410,524",credit
"Nov 13, 2023",C009,Soc,R5129,78.8,99.1,£42.00,"3,311.54","₹115,140",Billed
"Jan 24, 2023",C009,OFP,R4994,323.6,382.1,16.00,"5,178.16","₹206,958",Draft
2023-12-28,C001,Noc ,R1157,280.7,334.8,28.00,"7,859.83","₹298,800",billed
26/08/2023,C009,soc ,R5085,44.7,55.3,42.00,"1,875.31","₹64,533",billed
16/09/2023,C011,HD,R6080,149.7,179.6,£22.00,"£3,292.89","₹121,368",billed
2023.09.19,C005,OFP,R3155,178.4,205.1,16.00,"2,854.19","111,297",credit
"Dec 13, 2023",C006,soc ,R3691,202.3,249.0,42.00,"8,497.78","₹288,058",Billed
2023-03-18,C009,hd ,R5010,244.0,286.2,£22.00,"£5,367.60","₹201,387",Billed
2023-02-22,C007,ofp ,R4068,NA,149.8,-,"£2,021.12","82,762",Billed
2023-01-22,C006,CLD,R3542,72.9,93.5,48.00,"£3,499.71","₹140,136",draft
2023-03-26,C012,Ofp,R6493,145.3,169.8,16.00,"£2,324.45","95,205",Billed
"Mar 9, 2023",C006,aut,R3571,36.4,45.7,£52.00,"1,890.77","67,394",Credit
"Dec 19, 2023",C003,Cld ,R2186,216.0,277.2,48.00,"£10,366.63","₹415,389",Draft
2023.05.11,C002,cld,R1580,208.6,-,£48.00,"10,012.61","₹389,734",Credit
2023-06-01,C001,noc,R1069,416.9,493.1,£28.00,"£11,672.60","INR 443,208",billed
2023-11-26,C006,Ofp,R3686,204.9,239.9,£16.00,"3,278.73","₹135,030",Draft
2023-11-15,C010,soc ,R5628,13.3,15.7,£42.00,(167.93),"₹19,314",Draft
"May 17, 2023",C011,Noc ,R6033,180.7,212.8,28.00,"£5,060.36","₹192,176",billed
"Jun 8, 2023",C003,DEV,R2105,130.1,167.6,£45.00,"£5,853.48","INR 268,225",draft
2023.11.24,C012,Noc ,R6578,69.5,84.4,28.00,"£1,946.42","74,001",credit
2023-10-24,C010,soc ,R5615,13.9,null,42.00,null,"20,349",draft
2023-04-17,C009,Dev,R5033,47.5,61.8,45.00,"2,138.23","₹99,090",billed
"Dec 17, 2023",C010,Ofp,R5656,135.1,158.3,£16.00,"£2,160.96","₹89,533",billed
14/04/2023,C002,dev ,R1567,174.6,222.3,£45.00,"7,858.95","₹364,713",BILLED
2023-10-10,C012,Noc ,R6566,42.3,50.6,28.00,"£1,185.15","45,190",Billed
"Jan 3, 2023",C007,Hd,R4045,785.6,914.4,£22.00,"17,282.27","631,923",BILLED
11/06/2023,C003,aut,R2107,67.9,85.0,52.00,"3,531.30","₹130,895",Draft
2023.12.13,C011,OFP,R6130,364.1,419.0,16.00,"£5,826.20","₹241,066",Draft
"Oct 14, 2023",C006,OFP,R3671,126.6,143.9,£16.00,"£2,026.38","₹82,383",BILLED
2023-07-20,C002,hd ,R1602,474.3,536.5,22.00,"10,433.84","387,728",Credit
2023-02-21,C003,Noc ,R2033,250.1,298.7,£28.00,"7,003.53","269,821",billed
2023-08-02,C008,noc,R4567,214.2,272.3,£28.00,"5,998.61","₹228,456",BILLED
"Mar 24, 2023",C010,Dev,R5531,24.2,30.1,£45.00,"1,091.04","51,387",BILLED
2023.02.06,C004,Cld ,R2533,264.4,337.2,£48.00,#N/A,"₹516,604",credit
"Nov 28, 2023",C007,NOC,R4187,190.1,228.9,28.00,"5,323.74","₹204,534",billed
2023-06-25,C004,CLD,R2589,253.3,322.0,£48.00,"£12,160.15","494,744",draft
2023.01.05,C008,aut,R4476,21.6,27.2,£52.00,"1,125.02","42,263",Credit
22/05/2023,C005,hd ,R3083,351.5,417.4,£22.00,"(£2,319.61)","₹282,414",Billed
2023-12-01,C012,OFP,R6600,235.2,262.8,£16.00,"3,763.09","155,836",Draft
05/07/2023,C008,HD,R4551,327.9,380.5,22.00,"7,213.78","INR 272,790",Billed
2023-01-08,C006, HD,R3535,360.9,427.1,£22.00,"£7,940.05","₹291,515",credit
12/04/2023,C006,DEV,R3586,68.6,85.5,£45.00,"GBP 3,086.18","₹143,098",BILLED
24/05/2023,C009,dev ,R5050,150.4,190.8,null,"6,766.71","₹308,079",BILLED
11/07/2023,C003,Hd,R2113,522.1,595.1,22.00,"11,487.09","₹411,652",Credit
2023-10-02,C012,ofp ,R6575,128.7,148.5,£16.00,"2,059.00","₹84,903",billed
2023-03-08,C004,AUT,R2551,82.3,103.8,52.00,"4,279.46","156,129",Credit
2023-11-26,C008,Soc,R4609,52.8,66.1,42.00,"2,216.79","₹77,515",credit
2023.08.22,C007,Dev,R4154,88.6,112.3,£45.00,NA,"186,920",billed
04/12/2023,C006,Noc ,R3690,210.8,254.4,28.00,"£5,901.23","₹230,437",billed
2023-01-20,C011,noc,R5978,53.6,65.8,£28.00,"£1,500.36","₹55,171",draft
2023-12-13,C008,cld,R4627,65.9,83.4,null,(£948.87),"126,811",credit
"Dec 24, 2023",C010,ofp ,R5655,107.4,125.9,£16.00,"1,718.41","₹72,030",BILLED
"Mar 21, 2023",C011,Hd,R6008,173.4,204.9,£22.00,"£3,815.64","INR 136,900",credit
"Nov 21, 2023",C001,soc ,R1144,385.9,465.5,£42.00,"GBP 16,207.79","₹577,754",draft
"Sep 2, 2023",C009, HD,R5098,269.8,310.6,£22.00,"5,934.82","₹223,327",Billed
"Mar 15, 2023",C005,ofp ,R3066,137.2,169.1,£16.00,"£2,195.66","90,769",Billed
"Apr 15, 2023",C004,CLD,R2560,504.2,640.5,£48.00,"£24,200.24","₹949,476",billed
25/05/2023,C008,Hd,R4522,539.0,617.6,£22.00,"£11,857.99","440,627",BILLED
15/07/2023,C012,ofp ,R6536,328.5,377.1,£16.00,error,"₹216,272",BILLED
2023-12-06,C007,Ofp,R4207,147.7,175.6,16.00,"£2,362.66","₹94,808",Credit
01/03/2023,C012,soc ,R6487,17.1,21.8,£42.00,£716.81,"₹25,693",Draft
2023-08-05,C002,Cld ,R1618,118.2,146.7,£48.00,"£5,673.72","₹231,555",Billed
2023-04-09,C011,Ofp,R6028,137.9,157.7,£16.00,"£2,206.67","INR 90,803",credit
"Jan 17, 2023",C009,CLD,R4989,111.7,140.2,£48.00,"£5,359.92","213,783",Billed
2023-04-25,C011, HD,R6019,209.0,247.8,£22.00,"£4,597.99","₹171,294",credit
2023-11-28,C999, HD,R1139,975.4,1113.8,£22.00,"21,459.73","₹807,954",Draft
2023-10-18,C002,NOC,R1643,293.8,353.3,28.00,"£8,227.02","INR 327,619",Credit
06/03/2023,C002,aut,R1556,304.6,372.5,52.00,"15,838.20","581,108",draft
2023.07.08,C003,CLD,R2120,459.2,620.6,£48.00,"£22,042.49","883,646",billed
"Sep 24, 2023",C002,Aut ,R1638,116.6,142.1,£52.00,"£6,063.74","₹221,818",Billed
2023-11-10,C011,SOC,R6109,NA,24.8,£42.00,809.19,"28,984",Billed
2023.12.27,C009,Cld ,R5146,76.7,99.7,GBP 48.00,"£3,680.67","INR 148,475",Draft
2023-07-13,C001,dev ,R1085,158.0,196.9,45.00,error,"₹328,898",Billed
11/02/2023,C012,DEV,R6480,21.5,27.5,£45.00,£965.73,"₹45,816",Draft
"Feb 24, 2023",C003,Hd,R2032,1132.4,1319.0,£22.00,"£24,912.17","₹937,331",draft
"Dec 22, 2023",C002,Dev,R1671,182.5,240.4,£45.00,"£8,212.96","₹375,985",billed
2023.08.18,C008,Ofp,R4577,126.7,148.6,£16.00,"GBP 2,027.08","₹83,432",Billed
2023.11.12,C007,ofp ,R4197,,518.0,£16.00,"£7,113.54","₹302,565",draft
"Nov 13, 2023",C009,DEV,R5134,94.8,117.3,45.00,"£4,267.73","₹197,597",Billed
2023-01-04,C005,dev ,R3035,69.1,87.0,45.00,"GBP 3,109.80","INR 144,977",Billed
"Jul 21, 2023",C011,Soc,R6062,18.9,23.4,£42.00,GBP 793.33,"27,315",Draft
26/07/2023,C009,Soc,R5073,103.2,121.5,£42.00,"£4,334.84","153,584",BILLED
2023-06-07,C002,Aut ,R1594,95.1,122.7,£52.00,"£4,942.95","₹176,659",billed
2023.09.05,C012,CLD,R6553,17.8,22.2,48.00,852.70,"35,150",billed
2023-04-14,C012,cld,R6497,24.0,28.6,£48.00,"GBP 1,152.85","46,482",BILLED
"Jan 14, 2023",C007,noc,R4046,377.0,473.5,£28.00,"£10,556.60","₹397,512",Draft
2023.01.09,C005,HD,R3029,533.3,618.4,£22.00,"11,731.54","₹443,646",Billed
2023-08-10,C007, HD,R4143,361.3,429.0,£22.00,"7,947.68","₹297,973",Billed
2023-10-03,C003,ofp ,R2164,139.5,158.2,GBP 16.00,"£2,232.32","₹91,696",Draft
26/08/2023,C009,hd ,R5080,653.9,776.5,£22.00,"(4,315.97)","₹538,508",credit
24/06/2023,C007,AUT,R4128,39.6,49.2,52.00,"£2,057.84","74,273",draft
"Jan 8, 2023",C012,Noc ,R6464,50.3,60.2,£28.00,"1,407.83","₹53,542",billed
16/01/2023,C002,AUT,R1529,106.2,132.2,£52.00,"£5,523.95","₹200,733",BILLED
23/06/2023,C006,aut,R3615,21.2,27.0,£52.00,"£1,103.21","41,341",Billed
2023-01-14,C002,OFP,R1533,167.5,195.5,£16.00,"2,679.57","₹112,808",credit
25/11/2023,C011,Soc,R6108,22.4,28.8,£42.00,£940.53,"₹32,744",billed
03/01/2023,C010,NOC,R5495,57.4,73.7,£28.00,"£1,607.98","60,684",draft
2023.10.23,C001,dev ,R1134,227.9,279.4,£45.00,n/a,"₹469,119",draft
2023.06.18,C011,soc ,R6048,13.5,16.2,£42.00,£568.30,"19,851",BILLED
"Sep 13, 2023",C003,SOC,R2143,327.5,414.9,£42.00,"£13,755.21","489,718",Draft
2023.07.03,C003,soc ,R2119,169.8,206.2,£42.00,"£7,132.48","₹248,352",credit
2023-07-24,C005,soc ,R3123,83.9,103.1,£42.00,"£3,524.39","₹123,227",Credit
2023-02-03,C009,soc ,R4999,62.7,82.4,£42.00,"£2,635.36","₹93,553",Credit
22/02/2023,C003,CLD,R2040,150.0,196.8,48.00,"£7,202.01","289,353",Credit
2023.01.06,C012,OFP,R6470,186.0,222.9,16.00,"£2,976.47","119,834",Credit
21/12/2023,C002,NOC,R1665,389.1,448.3,£28.00,n/a,"₹416,449",draft
2023.01.13,C011,cld,R5982,13.9,17.7,GBP 48.00,£667.82,"₹26,443",credit
2023-08-07,C012,HD,R6537,164.0,184.0,,NA,NA,draft
"Apr 7, 2023",C001,DEV,R1049,151.4,198.8,£45.00,"£6,814.17","308,191",Billed
22/10/2023,C007,soc ,R4177,172.8,222.4,£42.00,"(£2,177.05)","INR 253,763",draft
27/05/2023,C004,NOC,R2568,272.2,319.4,£28.00,"£7,620.57","₹286,012",Credit
2023-06-23,C002,NOC,R1587,488.8,575.6,£28.00,"£13,685.21","₹535,362",Credit
2023.10.07,C012,hd ,R6564,142.3,160.3,£22.00,"£3,130.33","114,733",billed
06/02/2023,C001,CLD,R1023,118.5,152.9,£48.00,#N/A,"₹233,433",BILLED
2023.08.22,C007,Soc,R4148,74.0,90.6,£42.00,"3,109.24","111,928",BILLED
2023-10-10,C004,CLD,R2650,305.3,383.5,£48.00,"£14,653.39","₹593,664",credit
2023-11-19,C003, HD,R2166,375.4,435.0,22.00,n/a,"313,471",draft
"Dec 22, 2023",C004,NOC,R2672,-,308.8,£28.00,"£7,190.65","₹265,731",credit
"Jul 16, 2023",C005,Dev,R3128,256.2,327.7,45.00,"£11,530.98","INR 526,166",draft
2023-11-20,C012,Soc,R6580,16.7,20.8,£42.00,£700.59,"₹24,083",credit
"Jun 24, 2023",C008,DEV,R4543,116.1,154.2,45.00,error,"₹244,018",BILLED
27/01/2023,C003,AUT,R2027,65.7,84.5,52.00,"£3,416.10","₹125,103",Billed
2023.12.18,C004, HD,R2667,442.3,517.2,22.00,"£9,730.00","₹349,625",BILLED
2023-11-11,C010,CLD,R5633,16.9,21.5,48.00,811.16,"33,085",draft
2023-07-23,C001,soc ,R1082,387.5,495.9,42.00,"16,276.60","₹557,393",Draft
"Dec 5, 2023",C007,DEV,R4202,287.1,360.2,£45.00,"£12,917.99","₹590,381",Billed
2023-04-05,C009,Soc,R5029,65.8,83.0,42.00,"2,764.46","96,810",Billed
"Aug 13, 2023",C999,CLD,R4151,54.7,69.0,£48.00,"2,625.02","108,140",Credit
2023-01-25,C002,Hd,R1518,387.8,469.3,£22.00,"8,531.45","₹314,218",BILLED
08/07/2023,C012,DEV,R6534,17.3,21.4,£45.00,£779.54,"₹37,195",Draft
2023-12-13,C010,OFP,R5654,120.8,141.6,GBP 16.00,"£1,933.15","₹79,988",BILLED
"Jun 12, 2023",C010,noc,R5566,49.6,59.0,GBP 28.00,(416.49),"INR 53,688",BILLED
"Oct 28, 2023",C999,noc,R4176,198.2,239.0,28.00,"£5,548.60","₹212,014",draft
2023-10-17,C004,ofp ,R2656,602.1,685.8,£16.00,"9,634.09","395,784",Credit
2023-11-05,C006,CLD,R3679,256.6,317.5,£48.00,"£12,316.46","493,423",billed
"Mar 21, 2023",C011,dev ,R6015,53.8,70.4,45.00,"2,421.76","INR 111,973",credit
2023-03-23,C010,Ofp,R5535,410.2,481.4,16.00,"6,562.84","₹271,983",billed
2023-01-27,C001,OFP,R1012,221.8,255.5,£16.00,"£3,549.50","146,744",BILLED
21/11/2023,C012,CLD,R6582,24.7,31.5,£48.00,"£1,183.33","48,608",Billed
2023-06-04,C009,Hd,R5053,374.3,459.5,22.00,"8,235.51","₹305,962",BILLED
"Nov 14, 2023",C010,aut,R5636,9.0,11.2,52.00,468.71,"17,150",draft
2023-04-28,C007,DEV,R4097,68.2,85.7,£45.00,"£3,070.84","₹144,573",credit
17/04/2023,C005,CLD,R3077,105.8,134.3,GBP 48.00,"£5,080.08","₹205,764",Credit
2023.05.03,C005,Ofp,R3096,165.6,199.8,£16.00,"£2,649.77","112,261",Draft
2023-02-24,C007,NOC,R4060,107.5,125.9,£28.00,"£3,010.66","INR 115,729",draft
2023-02-03,C003,OFP,R2046,185.0,215.3,£16.00,"£2,960.74","₹125,450",draft
"Aug 10, 2023",C006,ofp ,R3649,101.1,117.7,£16.00,"£1,618.16","66,355",Draft
2023-06-11,C001,NOC,R1068,438.5,518.6,£28.00,"(£3,683.40)","₹473,624",Billed
"Oct 20, 2023",C003,noc,R2153,874.0,1037.8,28.00,"£24,473.24","₹966,233",BILLED
07/09/2023,C004,cld,R2635,161.6,209.7,48.00,"7,758.11","317,292",Billed
2023-02-07,C009,DEV,R5005,47.6,62.1,£45.00,"2,143.38","98,008",Draft
"Dec 15, 2023",C010,noc,R5644,75.8,90.5,£28.00,"2,122.92","81,645",BILLED
25/03/2023,C001,hd ,R1030,1521.5,1850.1,GBP 22.00,"33,473.80","₹1,196,864",draft
2023.07.07,C004,aut,R2610,121.5,150.6,£52.00,"6,318.80","₹239,650",Credit
03/08/2023,C012,Ofp,R6546,191.5,226.1,£16.00,"£3,064.64","₹124,950",credit
"Apr 11, 2023",C011,SOC,R6022,14.3,18.2,42.00,599.95,"21,245",Draft
2023.05.21,C002,Soc,R1576,234.7,291.8,£42.00,"(2,957.58)",,Credit
2023-08-28,C009,cld,R5088,38.7,48.6,£48.00,"1,859.47","₹74,338",credit
2023-03-21,C012,DEV,R6490,49.0,64.7,£45.00,"2,204.30","104,118",BILLED
2023-11-01,C007,DEV,R4193,87.7,115.1,£45.00,"£3,946.16","₹178,870",billed
"Mar 26, 2023",C003,SOC,R2052,165.2,200.1,£42.00,"6,940.07","239,583",credit
06/11/2023,C006,soc ,R3677,66.7,84.0,£42.00,"£2,799.79","INR 96,286",Billed
2023-09-07,C999,Noc ,R6083,85.3,101.3,28.00,"£2,388.01","92,564",billed
2023.02.18,C008,Aut ,R4491,68.6,89.1,£52.00,"£3,566.58","₹133,634",BILLED
11/06/2023,C007,ofp ,R4129,247.7,286.3,£16.00,"GBP 3,963.10","INR 158,057",draft
2023-02-27,C007,noc,R4058,123.3,144.4,£28.00,"3,453.66","131,145",Credit
"Mar 8, 2023",C008,Dev,R4502,118.3,n/a,45.00,"GBP 5,323.35","₹250,738",billed
2023-06-03,C002,OFP,R1599,156.8,183.4,£16.00,"2,508.37","INR 104,017",Billed
2023.05.19,C003,Cld ,R2085,135.9,169.6,48.00,"£6,521.11","INR 267,548",Draft
2023-02-16,C999,NOC,R4998,114.9,135.6,£28.00,"3,215.99","120,948",Billed
02/09/2023,C012,OFP,R6559,116.1,132.6,16.00,"£1,858.33","₹76,640",Draft
"Sep 19, 2023",C007,Dev,R4166,128.6,165.1,45.00,"£5,784.78","266,684",Credit
2023.11.28,C009, HD,R5125,268.5,313.0,22.00,"5,906.13","₹218,350",billed
2023-03-17,C007,ofp ,R4088,142.0,157.4,16.00,"£2,271.86","₹93,520",BILLED
2023.02.22,C008,Noc ,R4483,438.6,536.7,£28.00,"£12,279.56","₹443,510",billed
"Jul 11, 2023",C007,SOC,R4136,171.4,217.4,£42.00,"£7,199.94","₹250,523",Credit
2023.05.28,C008,Soc,R4527,42.1,50.7,42.00,"£1,770.01","INR 60,582",Credit
2023-02-26,C009,Noc ,R4997,100.9,119.0,£28.00,"£2,824.26","₹108,952",Credit
24/10/2023,C003,Aut ,R2162,90.3,120.3,GBP 52.00,"4,693.84","₹176,310",credit
2023-03-12,C007,hd ,R4072,458.0,522.3,£22.00,"10,075.71","375,550",Billed
2023.01.25,C004,Ofp,R2521,310.2,368.4,£16.00,"£4,962.63","203,625",billed
2023-09-28,C011, HD,R6081,149.5,179.4,£22.00,"£3,288.42","122,651",Credit
22/08/2023,C004,dev ,R2622,211.1,264.5,45.00,"9,498.32","INR 430,181",BILLED
2023-08-24,C001,CLD,R1102,125.2,156.0,48.00,"6,008.44","₹233,152",Billed
"Jun 19, 2023",C003,Cld ,R2103,153.5,201.6,48.00,"£7,368.55","302,763",credit
2023-09-22,C003,Cld ,R2145,170.4,215.9,48.00,"(2,453.42)","₹339,277",Draft
"Oct 9, 2023",C005,cld,R3161,278.9,332.2,£48.00,"£13,389.35","₹535,337",billed
26/01/2023,C010,SOC,R5498,19.2,23.4,42.00,806.57,"₹28,247",Billed
2023.06.27,C008,SOC,R4539,48.2,60.5,£42.00,"2,026.28","70,882",Draft
"Oct 9, 2023",C007,cld,R4178,84.3,101.8,48.00,"4,046.43","₹159,575",Draft
2023-02-05,C011,noc,R5995,57.2,70.6,£28.00,"1,601.90",null,Billed
2023.11.06,C012,Dev,R6584,14.6,19.3,£45.00,£658.62,"31,214",credit
2023-11-13,C010,ofp ,R5639,220.1,254.5,£16.00,"£3,520.86","145,542",credit
23/01/2023,C002,Hd,R1519,432.7,523.6,£22.00,"9,518.92","₹347,445",Credit
2023-07-10,C002,hd ,R1600,403.2,456.2,-,"£8,871.26","₹334,517",billed
"Apr 28, 2023",C012,cld,R6498,23.8,28.3,48.00,"1,140.50","45,902",Billed
2023-06-04,C006,DEV,R3612,81.3,110.0,45.00,"£3,660.21","169,564",BILLED
25/03/2023,C003,Cld ,R2056,137.9,177.8,£48.00,"6,621.02","₹263,534",billed
2023-11-13,C002,dev ,R1659,122.1,157.4,£45.00,"5,496.34","244,135",draft
2023-08-11,C010, HD,R5591,283.4,331.8,£22.00,"6,235.19","223,860",BILLED
"Jun 23, 2023",C012,Cld ,R6518,13.0,16.3,£48.00,£625.44,"₹25,837",draft
2023-06-25,C011,Aut ,R6054,7.4,9.0,52.00,GBP 385.73,"13,885",Billed
18/07/2023,C006,Dev,R3629,205.5,267.5,-,"£9,245.89","₹425,383",Billed
"Jul 1, 2023",C007,dev ,R4139,214.8,280.4,NA,"9,664.93","₹440,069",draft
2023.07.18,C010,DEV,R5586,49.5,61.2,45.00,"2,225.98","₹107,560",credit
2023.02.28,C011,ofp ,R6004,120.2,140.6,£16.00,"£1,923.91","₹77,753",credit
"Sep 27, 2023",C007,HD,R4160,296.9,350.1,GBP 22.00,"6,532.87","₹239,685",BILLED
"Aug 18, 2023",C003,NOC,R2128,384.2,449.7,£28.00,"10,758.57",null,Draft
20/10/2023,C003,OFP,R2163,149.3,169.3,GBP 16.00,"GBP 2,388.68","₹97,579",Draft
07/12/2023,C006,Noc ,R3689,211.9,255.7,28.00,"5,932.85","225,797",Draft
2023-09-26,C008,OFP,R4590,125.6,143.4,16.00,"2,009.08","INR 83,379",Credit
"May 2, 2023",C003,OFP,R2091,127.4,144.7,GBP 16.00,-,"84,222",BILLED
28/04/2023,C007,Dev,R4096,85.7,107.7,£45.00,"3,858.17",-,Billed
2023.10.24,C006,soc ,R3665,201.6,254.5,42.00,"£8,465.95","₹295,334",draft
2023-07-16,C011,Dev,R6066,57.1,72.3,GBP 45.00,"£2,567.38","116,610",Billed
12/10/2023,C010,SOC,R5617,12.6,15.4,42.00,529.67,"18,903",billed
"Feb 25, 2023",C005,OFP,R3052,441.1,494.7,£16.00,"£7,057.72","INR 293,486",Billed
"Jul 3, 2023",C002,Cld ,R1607,388.4,492.5,£48.00,"£18,640.89","₹757,820",Credit
06/06/2023,C009,AUT,R5064,63.6,77.6,52.00,"£3,305.58","₹122,091",BILLED
2023.10.27,C009,ofp ,R5122,424.3,504.5,16.00,error,"INR 278,955",Credit
2023-07-21,C005,Soc,R3124,91.3,112.2,£42.00,"£3,836.48","₹135,904",billed
